417	4
418	4
419	3
42	7
420	1
421	8
422	0
423	2
424	5
425	5
426	0
427	7
428	7
429	5
43	5
430	5
431	3
432	9
433	6
434	8
435	1
436	7
437	0
438	8
439	6
44	9
440	7
441	0
442	0
443	8
444	9
445	2
446	7
447	1
448	9
449	4
45	7
450	6
451	3
452	3
453	0
454	2
455	1
456	8
457	2
458	5
459	3
46	0
460	8
461	7
462	9
463	1
464	3
465	4
466	1
467	3
468	6
469	8
47	8
470	2
471	0
472	4
473	3
474	8
475	8
476	6
477	5
478	2
479	6
48	1
480	2
481	9
482	1
483	9
484	2
485	2
486	8
487	1
488	8
489	3
49	8
490	7
491	4
492	2
493	2
494	9
495	8
496	6
497	8
498	4
499	4
5	8
50	2
500	2
501	5
502	9
503	0
504	9
505	2
506	7
507	0
508	2
509	4
51	2
510	2
511	0
512	5
513	4
514	0
515	4
516	9
517	7
518	0
519	7
52	4
520	6
521	7
522	9
523	3
524	8
525	0
526	5
527	6
528	4
529	8
53	0
530	2
531	4
532	5
533	6
534	0
535	9
536	7
537	9
538	5
539	7
54	2
540	5
541	1
542	1
543	3
544	0
545	6
546	6
547	5
548	7
549	6
55	4
550	9
551	2
552	4
553	0
554	9
555	8
556	2
557	1
558	1
559	7
56	5
560	7
561	7
562	1
563	0
564	4
565	0
566	8
567	1
568	1
569	3
57	1
570	5
571	3
572	0
573	7
574	5
575	7
576	7
577	1
578	3
579	9
58	4
580	5
581	5
582	5
583	9
584	7
585	3
586	5
587	4
588	2
589	7
59	5
590	0
591	2
592	5
593	6
594	2
595	0
596	2
597	4
598	5
599	8
6	9
60	0
600	1
601	1
602	0
603	4
604	9
605	7
606	6
607	7
608	0
609	2
61	1
610	3
611	5
612	7
613	6
614	2
615	9
616	1
617	8
618	2
619	1
62	4
620	4
621	5
622	8
623	1
624	4
625	3
626	3
627	2
628	7
629	7
63	0
630	1
631	8
632	3
633	8
634	4
635	4
636	8
637	7
638	7
639	7
64	2
640	7
641	2
642	0
643	1
644	3
645	1
646	8
647	8
648	8
649	1
65	3
650	4
651	1
652	1
653	3
654	8
655	5
656	4
657	0
658	6
659	6
66	2
660	5
661	9
662	6
663	2
664	9
665	7
666	6
667	0
668	3
669	2
67	7
670	8
671	4
672	2
673	1
674	6
675	4
676	2
677	2
678	8
679	4
68	9
680	5
681	2
682	4
683	2
684	1
685	4
686	3
687	8
688	7
689	0
69	7
690	0
691	5
692	4
693	7
694	2
695	1
696	6
697	9
698	7
699	0
7	5
70	3
700	5
701	5
702	5
703	9
704	9
705	4
706	1
707	3
708	2
709	6
71	5
710	8
711	7
712	4
713	3
714	0
715	0
716	2
717	4
718	1
719	6
72	9
720	4
721	8
722	2
723	5
724	1
725	1
726	8
727	7
728	7
729	5
73	6
730	9
731	5
732	2
733	0
734	1
735	1
736	0
737	4
738	8
739	1
74	1
740	1
741	9
742	7
743	4
744	2
745	9
746	4
747	2
748	1
749	3
75	9
750	1
751	7
752	7
753	3
754	3
755	0
756	1
757	1
758	6
759	9
76	7
760	9
761	7
762	8
763	9
764	9
765	4
766	3
767	7
768	6
769	5
77	7
770	1
771	7
772	9
773	1
774	8
775	7
776	2
777	6
778	7
779	6
78	6
780	1
781	4
782	2
783	4
784	8
785	3
786	5
787	9
788	7
789	6
79	5
790	4
791	5
792	4
793	0
794	7
795	4
796	4
797	8
798	3
799	2
8	7
80	1
800	2
801	4
802	7
803	9
804	7
805	3
806	3
807	4
808	4
809	4
81	2
810	1
811	8
812	1
813	7
814	7
815	8
816	8
817	3
818	7
819	3
82	4
820	2
821	6
822	3
823	9
824	9
825	1
826	6
827	8
828	6
829	8
83	9
830	3
831	4
832	6
833	7
834	8
835	8
836	7
837	5
838	2
839	6
84	5
840	1
841	9
842	8
843	1
844	8
845	0
846	5
847	4
848	8
849	2
85	8
850	4
851	9
852	2
853	4
854	5
855	9
856	3
857	0
858	2
859	0
86	5
860	4
861	6
862	4
863	3
864	0
865	7
866	2
867	5
868	0
869	7
87	5
870	3
871	8
872	9
873	3
874	8
875	1
876	5
877	7
878	3
879	1
88	6
880	1
881	7
882	6
883	8
884	1
885	0
886	3
887	8
888	1
889	8
89	4
890	3
891	7
892	6
893	4
894	4
895	9
896	6
897	3
898	4
899	1
9	2
90	5
900	6
901	0
902	1
903	2
904	9
905	2
906	7
907	4
908	3
909	4
91	6
910	8
911	6
912	5
913	0
914	4
915	8
916	5
917	1
918	0
919	9
92	9
920	4
921	0
922	5
923	9
924	5
925	0
926	7
927	2
928	2
929	0
93	5
930	0
931	7
932	0
933	6
934	1
935	7
936	2
937	7
938	3
939	5
94	0
940	7
941	9
942	0
943	4
944	0
945	1
95	7
96	4
97	1
98	0
99	1
